X;Y
0.0;0.019791974616393683
2.392005808630095e-06;0.02847155183142486
4.314433931967271e-06;0.038834798043822234
7.931378817351845e-06;0.054185620763621774
1.4860616969647578e-05;0.07464550389831039
2.7318805781804716e-05;0.10335520099826363
4.7434764546886975e-05;0.14271504967833043
8.720103092683224e-05;0.19866301889179624
0.0001697212888559397;0.27975936419968583
0.00031799805851728835;0.3838816659751534
0.000607261702805515;0.5301832153794744
0.0014026847957228686;0.7170451653561427
0.003772684636956187;0.9028030044907502
0.010147076102432737;0.9840640942880505
0.02729174668350555;0.995151539252447
0.05954231233012808;0.996403986812381
