name;type;author;technology;template_version;template_date;creation_date;last_modified;comment;datasheet_hyperlink;datasheet_date;datasheet_version;housing_area;cooling_area;t_c_max;r_g_int;r_g_on_recommended;r_g_off_recommended;c_oss_fix;c_iss_fix;c_rss_fix;housing_type;manufacturer;r_th_cs;r_th_switch_cs;r_th_diode_cs;v_abs_max;i_abs_max;i_cont;c_oss;c_iss;c_rss;raw_measurement_data;graph_v_ecoss;c_oss_er_c_o;c_oss_er_v_gs;c_oss_er_v_ds;c_oss_tr_c_o;c_oss_tr_v_gs;c_oss_tr_v_ds;diode_thermal_foster;diode_comment;diode_manufacturer;diode_technology;diode_t_j_max;diode_channel;diode_e_rr;diode_linearized_diode;diode_soa;switch_thermal_foster;switch_t_j_max;switch_comment;switch_manufacturer;switch_technology;switch_channel;switch_e_on;switch_e_off;switch_e_on_meas;switch_e_off_meas;switch_linearized_switch;switch_r_channel_th;switch_charge_curve;switch_soa;Category;Subfolder;c_oss_er;c_oss_tr
CREE_C3M0065100J;SiC-MOSFET;Nikolas Förster;;;;;;;https://assets.wolfspeed.com/uploads/2020/12/c3m0065100j.pdf;2020-09;1;0.00017741;6.2849e-05;;3.5;;;;;;TO263;CREE;0.0;0.0;0.0;1000;90.0;21;[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];;;;;;;[Chart/List Data - Extracted into separate CSV files];;;;150;[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];150;;;;[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];[Chart/List Data - Extracted into separate CSV files];SiC-MOSFET;SiC-MOSFET;;
