X;Y
-7.984012973610501e-07;-18.674018379281534
-6.420164528969487e-07;-15.693233082706769
-4.991569040247683e-07;-12.555789473684214
-3.630704290137113e-07;-9.399097744360908
-2.337638213180013e-07;-6.261654135338347
-1.1125142267433338e-07;-3.224728487886388
-2.284147343148452e-09;-0.14350161117079097
8.638053958425448e-08;3.0897243107769405
1.6830676691729298e-07;6.53834586466165
2.2956037151703084e-07;8.84210526315789
5.769956656346733e-07;8.842105263157887
7.112905793896501e-07;11.446616541353379
8.473447854931443e-07;14.420451127819543
9.901865787463306e-07;17.457279562542716
1.0854117647058818e-06;19.46666666666666
