X;Y
111.18;0.01335
136.06;0.0145
160.95;0.016169
185.84;0.017813
210.73;0.019408
235.63;0.021064
260.51;0.022585
285.41;0.024394
310.31;0.026245
335.21;0.027962
360.09;0.029384
384.99;0.031077
409.89;0.03303
434.8;0.035008
459.7;0.036961
484.61;0.039013
509.51;0.041041
534.42;0.043179
559.34;0.045479
576.33;0.047021
609.18;0.050415
631.84;0.052731
654.52;0.055689
678.33;0.058586
701.02;0.061564
723.7;0.064528
746.38;0.067479
769.06;0.070457
792.87;0.073243
805.35;0.074998
