X;Y
8.096955722716221e-10;-2.947045286563675
2.584896184094878e-09;-0.7289151400826022
4.2614745397057315e-09;1.3726508320024209
5.938052895316585e-09;3.474216804087442
8.112879107833841e-09;6.187711323990554
9.882943143812708e-09;6.6813788087651975
1.1954010524273172e-08;7.2243455434954615
1.4025077904733639e-08;7.753056510951126
1.5469054984190777e-08;8.162607382516434
1.816721266565457e-08;9.977075401167157
2.0238280046115037e-08;11.361132405098775
2.23093474265755e-08;12.745189409030393
2.4380414807035966e-08;14.141126219024178
2.5465259625372402e-08;14.837823206649869
